id,board,black_score,best_move
56887,2k1b3/8/R7/2B5/p7/2r2P2/6PK/8 b - - 0 53,0.0,c3c5
59762,4R3/1pkb4/8/3p4/5rP1/5N2/5K2/8 b - - 2 57,652.0,f4f3
55356,8/8/7k/p6P/8/2n3r1/2BK4/1R6 w - - 2 51,4.0,b1b8
52683,5b2/R2k4/6P1/8/6P1/3K3p/1r1p4/8 b - - 0 47,630.0,d7e6
70360,5r2/8/4R3/2N5/6K1/8/3k4/8 b - - 56 78,3.0,d2c3
32583,4r3/p4k1p/b1p2p2/2r1p1p1/P3P1P1/5P1P/2P2R2/B2R2K1 b - - 0 26,12.0,a6c8
27244,5rk1/rq3p1p/npbp2p1/p7/2PP1N2/P2BP3/2Q3PP/R3R1K1 w - - 1 22,-170.0,a1b1
11758,3qk2r/rppb1pbp/5np1/p1Pp4/1P1Pp3/P3P3/1B3PPP/RN1QKB1R w KQk - 1 11,-5.0,b4b5
14762,r3kb1r/p2b1ppp/5n1B/1p2p3/2pnP3/N4PPN/PPP2RBP/R5K1 b kq - 1 13,538.0,g7h6
11624,r1bqk2r/p1p2p1p/1p2p1pn/8/2PbBP2/5N2/PP1P2PP/R1BQK2R w KQkq - 0 11,-462.0,e4a8
45458,8/kp3R2/3r1p2/p6p/7P/2P3P1/PP6/2K5 b - - 1 38,-130.0,a5a4
79883,8/8/8/8/6K1/3Bk1b1/8/8 w - - 83 116,0.0,g4f5
7053,rnbq1rk1/pp2pp1p/5npb/2Pp4/8/4PN1P/PPP1BPP1/RNBQ1RK1 w - - 1 8,-108.0,b1c3
7626,r1bqkb1r/pp3pp1/2n2n1p/2pp4/3P4/2N2NP1/PP1QPPBP/R1B1K2R b KQkq - 3 8,44.0,c5c4
58499,5R2/8/8/8/2r5/4k3/8/5K2 w - - 31 56,0.0,f1g2
14440,r3k2r/pp2ppbp/5np1/8/2Bq4/P1N2Q1P/1P3PP1/R3K2R w KQkq - 0 13,-29.0,c4b5
63971,8/5pk1/3b4/8/6B1/2r1p1P1/7K/5R2 b - - 9 64,26.0,c3c2
30611,rn5Q/1p2kp2/3pb3/q7/P5P1/5N2/2P1B1P1/R1K5 b - - 4 24,0.0,b8c6
35508,3r2k1/5pp1/4b2p/Pp6/4B1P1/P1R1P2P/3r1P2/1R4K1 w - - 0 29,-460.0,b1b5
58575,6k1/1q1b4/6p1/p7/8/8/3K4/8 w - - 2 56,1828.0,d2e2
75968,2R5/8/1k1N4/8/3K4/8/8/3r4 w - - 55 95,0.0,d4e4
19732,r1b1k3/1p1n2p1/p2Rpp2/8/7r/1N2P3/PPP3BP/2K4R w q - 0 17,-137.0,d6e6
28945,2r3k1/p1q2pp1/Qp3n1p/8/8/2Pr3P/P4PP1/1RB1R1K1 b - - 4 23,57.0,d3c3
41358,6k1/p6p/8/1R1p1p2/4b1p1/1P2P1P1/r4P1P/3R2K1 w - - 0 34,-329.0,b5d5
39812,8/5pk1/4pbp1/2r4p/4R3/P4BPP/r4P2/3R1K2 b - - 0 32,83.0,c5c3
27594,2r3k1/p1q2pp1/1p3n1p/8/Q7/2P4P/PB1r1PP1/1RR3K1 b - - 2 22,178.0,c8d8
12348,r2qkb1r/2p2pp1/p1n1bnP1/3p3p/Pp6/1Q5P/1PPKPPB1/RNB3NR b kq - 1 11,355.0,f6e4
19784,rnb3k1/pp2p2p/5pp1/2Pr4/2pN4/4PP1P/P1P3P1/1RB2RK1 w - - 1 17,-52.0,d4b5
53877,3R4/1r6/3P4/3bkp2/6p1/8/5P1P/2R3K1 w - - 1 49,-405.0,c1d1
73498,8/8/8/5R2/6k1/4K3/8/3r4 b - - 28 87,598.0,g4f5
29899,2r1r1k1/p6p/1pbq1pp1/3P1p1P/3Q1P2/5N2/PP4P1/3RR1K1 w - - 1 24,-479.0,d5c6
49208,8/2R3R1/2p2k2/4r2p/P2K4/1r6/1P6/8 w - - 4 43,-451.0,g7f7
77562,8/8/1N6/8/4RK2/1k6/8/6r1 b - - 100 100,0.0,b3a2
44009,6k1/3r1p2/6p1/R6p/1R4P1/P3P2P/3r1PK1/8 w - - 0 37,-402.0,g4h5
52718,8/6R1/pkr3p1/pr3p1p/7P/5P1K/6P1/3R4 b - - 11 47,371.0,a5a4
72254,8/2b5/8/8/3k4/5K2/2B5/8 b - - 6 83,0.0,c7e5
42301,4r1k1/1R3p2/p4rpp/p7/8/7P/R4PP1/6K1 w - - 6 35,56.0,f2f3
23250,r1br4/pp2pk1p/2n2p2/2P3p1/P1pN4/4PP1P/2P2RP1/1RB4K b - - 3 19,73.0,c6d4
80141,k1N5/3K4/6R1/6r1/8/8/8/8 b - - 102 118,16.0,g5g6
39274,5k2/6p1/prp1B1b1/7p/P2Rpr1P/1P6/1P3P2/2K3R1 w - - 6 32,-423.0,g1g6
26090,r1br4/p3pk1p/2p2p2/2P3p1/P7/2p1PP1P/2P2RP1/1RB3K1 b - - 1 21,126.0,c8a6
40659,2R5/p3rk2/2p2p1p/Bb2p3/2r1P2p/5P2/2PR2PK/8 b - - 5 33,30.0,e7e8
80418,3R4/8/5K2/8/8/8/8/r2k4 b - - 98 122,0.0,d1e1
31442,4r2r/p5p1/2k2np1/2pp4/N5PB/1P3PbP/P1P5/R2KR3 b - - 0 25,683.0,e8e1
39951,1r4k1/3nrp2/1pbp2pp/p7/2PPP1P1/P1NBR2P/1R3K2/8 b - - 3 32,-143.0,b8c8
18677,r3k1r1/1p2b1p1/p3pn1p/2p5/4p2P/2N1B1P1/PPn1KPB1/3R3R w q - 2 16,21.0,c3e4
25460,2r3k1/p1q2ppp/1p3n2/3r4/Q7/2P5/PB3PPP/1R2R1K1 w - - 4 21,20.0,c3c4
29437,1k5r/5pp1/p2rb2p/1pnNn3/2pNP3/1PP3P1/P2R2BP/R5K1 w - - 0 24,54.0,d5b4
76280,8/8/4R3/8/N7/1k2K3/6r1/8 b - - 92 96,0.0,b3a4
68955,R1Q5/3b4/r6k/3P2pp/8/2K2p2/8/5B2 b - - 0 74,-149.0,d7c8
9793,r1bqkb1r/1pp2ppp/p1n2n2/3N4/4PQ2/5N2/PPP2PPP/R1B1KB1R w KQkq - 1 10,-524.0,d5c7
43653,b5r1/3R2bk/5Qp1/p1p1p1B1/P7/5PP1/7q/4K3 b - - 1 36,486.0,h2g3
50178,3k4/1p1bR3/3p2Q1/r7/5N2/2P5/5KP1/q7 w - - 3 44,-431.0,g6d6
9752,r1bqk2r/pp2bp2/2n2n1p/2Pp2p1/8/2N2NP1/PP2PPBP/R1BQ1RK1 w kq - 0 10,-214.0,c1e3
44301,2br1n2/4rpk1/1p1p2pp/p7/2PPP1PP/P1NBK3/5R2/1R6 w - - 5 37,-336.0,b1b6
19023,r1b1k3/1p1n1pp1/p2bp3/8/7r/1N2P2B/PPP4P/2KR3R b q - 1 16,504.0,d6c7
46347,8/k4p1p/8/4nR2/1p1N4/6P1/1r5P/5K2 w - - 10 40,-271.0,f5e5
77497,7R/8/8/6k1/3K4/8/8/r7 w - - 53 100,0.0,h8f8
60675,8/2R5/7k/8/2r5/6Kp/8/8 w - - 2 59,-519.0,c7c4
5075,rnbqk1nr/pp2ppbp/6p1/2p5/2pP3N/6P1/PP2PPBP/RNBQK2R b KQkq - 1 6,213.0,c5d4
45729,8/R4pk1/p1r5/p4rpp/7P/5P2/R5PK/8 w - - 0 39,21.0,h4g5
38245,1r4k1/4rp1p/1pbp1np1/8/p1PPP1P1/P1NB3P/5K2/1R2R3 w - - 0 31,-197.0,g4g5
34596,1r6/R1r1ppkp/5bp1/3B4/8/P6P/5PP1/3R2K1 w - - 5 28,-526.0,a7c7
60466,3R4/8/8/8/4k3/8/3r4/5K2 w - - 37 59,-522.0,d8d2
79669,3b4/8/8/8/6K1/3B4/5k2/8 w - - 79 114,0.0,d3f5
67265,8/8/4K3/8/4n3/1Bk5/8/8 w - - 31 71,0.0,e6e5
4948,rnbqkb1r/pp3ppp/5n2/2pp4/8/2N2NP1/PPQPPP1P/R1B1KB1R b KQkq - 1 6,114.0,d5d4
21674,r4rk1/1pp3bn/4bq2/pPPp1pp1/3Pp2p/P1N1P2P/4BPP1/1RBQ1RK1 w - - 2 18,29.0,f2f3
70052,R7/8/8/5k2/3r4/5K2/8/8 b - - 8 77,0.0,d4d3
60980,8/8/8/KP1k3p/5P1r/1R6/8/8 b - - 1 59,-196.0,h4h1
2343,rnbq1b1r/ppppkppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQ - 2 4,-119.0,d1c2
38591,5rk1/p5bp/1p2r1pB/2p2q2/P2pN1QP/1P1P1P2/2P3K1/7R b - - 4 31,524.0,g7h6
3667,rnbqkb1r/pp3ppp/4pn2/2pp4/2P4N/2N3P1/PP1PPP1P/R1BQKB1R b KQkq - 1 5,80.0,d5d4
25726,r2q1rk1/4Bbp1/p1p1n3/2np1Q1p/P6P/1p2PN2/1PPN1PB1/2KR3R w - - 0 21,-663.0,e7d8
2265,rnbqkbnr/ppp1p1p1/5p2/3p2Pp/8/7P/PPPPPP2/RNBQKBNR w KQkq - 0 4,44.0,d2d4
62743,8/3B4/3b4/p2K4/8/8/1k6/8 b - - 14 62,0.0,b2c3
49477,8/p2k4/7R/6P1/1bP3Pp/3K4/1N1p4/1r6 b - - 6 43,765.0,b1b2
9286,r1bqk2r/pp2bpp1/2n1p2p/2pp3n/3P1B2/2PBPN2/PP1N1PPP/RQ2K2R b KQkq - 5 9,101.0,c5d4
64964,3k4/3P4/8/5p2/5P2/6Kp/6b1/1R6 b - - 2 66,-47.0,d8d7
55051,3r4/1r1b1pk1/3p3p/2R3pP/2PP2P1/P2BR3/3K4/8 b - - 2 50,505.0,d6c5
56192,8/3N4/4k3/7R/8/6r1/K7/8 b - - 4 52,11.0,e6f7
18275,r3k2r/p2b1ppp/5n2/1pn1p3/2p1P3/N1P2PPN/PP3RBP/R5K1 w kq - 0 16,26.0,f3f4
48511,8/2k4p/4R3/4n3/1p6/1N4P1/7r/5K2 b - - 3 42,95.0,e5c6
12792,r1b2b1r/p1p1kpp1/2p2n2/3p3p/3P4/1PN2PP1/P1P4P/R1B1K1NR w KQ - 1 12,-73.0,c1a3
24778,r3r1k1/pp1qbp1p/6p1/2p3Q1/3pb1P1/1P1P1P2/P1PN3P/R1B3K1 b - - 1 20,647.0,e7g5
67512,8/8/8/8/2k5/2r5/5K2/2R5 b - - 24 71,516.0,c3c1
10256,r3kb1r/p3pppp/2n2n2/1p3q2/Q7/2P1B3/PP3PPP/RN2KB1R w KQkq - 0 10,-704.0,f1b5
36214,b1r4k/5Qb1/1nq3p1/p1p1p1p1/P7/2P1BPP1/7P/1R2R1K1 b - - 1 29,480.0,c8f8
58133,5N2/8/4k3/7R/8/3K4/r7/8 b - - 10 55,10.0,e6e7
11486,r1bqr1k1/1ppn1pbp/3p1np1/p7/2PPp3/1PN1P1P1/PBQ1NPBP/R3K2R w KQ - 0 11,-85.0,c3e4
68210,8/8/4K3/8/2Bk4/8/3n4/8 w - - 35 73,0.0,c4b3
76856,7Q/6Kr/8/8/8/k7/8/8 w - - 1 98,-683.0,h8h7
54309,4r3/8/2p2k1R/7p/P5r1/3K4/8/6R1 b - - 13 49,77.0,f6g5
15080,r1b2rk1/pp2b1p1/1qn1pp1p/3pB2n/3P3P/2PB1N2/PP1N1PP1/RQ2K2R b KQ - 1 13,431.0,f6e5
25690,7r/r3k3/p2Rpnpp/1pp5/7P/4P1P1/PP2K1B1/3R4 w - - 0 21,-68.0,d6c6
65501,8/8/4R3/2k5/8/1r6/5K2/8 b - - 16 67,0.0,c5d4
63910,7r/8/p7/6KP/1k2R3/p7/8/8 b - - 13 64,0.0,b4a5
6007,r1bq1bnr/pppk1pp1/2n5/3p2Pp/Q7/7P/PPP1PP2/RNB1KBNR w KQ - 3 7,-81.0,b1c3
38507,b1r5/5Qbk/1q4p1/p1p1p1B1/P5P1/2P2P2/7P/3R2K1 b - - 0 31,512.0,c8f8
22244,r2q1rk1/4bbp1/p1p1nn2/3p2Bp/Pp6/3QPN1P/1PPN1PB1/2K3RR b - - 2 18,66.0,b4b3
37270,8/p3rk2/b1pR1p1p/4p1p1/r3P2P/2B2P2/2P2RPK/8 b - - 3 30,22.0,a4c4
40833,3R4/5pk1/4pbp1/2r5/4R2p/P4B1P/r4PP1/5K2 b - - 1 33,606.0,f6d8
37579,1r2bk2/6p1/p1p1B3/7p/P2Rpr1P/1P6/1P3P2/2K1R3 b - - 3 30,28.0,e8g6
61119,4R3/8/3k4/1r6/5P2/8/6bK/8 w - - 4 60,-19.0,h2g3
5550,r1bqkbr1/pp3ppp/2n2n2/2ppp3/4P3/3P2PN/PPP2PBP/RNBQ1RK1 w q - 1 7,-124.0,e4d5
70979,4R3/8/8/3k4/8/r7/5K2/8 w - - 79 80,0.0,f2g1
26362,r4k1r/pp1Rpp1p/5bp1/1B2q3/8/P4Q1P/5PP1/3R2K1 b - - 3 21,482.0,e5b5
26201,2rr2k1/p1q2pp1/1p3n1p/8/8/2P5/PB3PPP/1R1QR1K1 b - - 1 21,547.0,d8d1
23766,rnb1k3/1p3p2/3p4/2q1Q3/p5P1/1P3N2/2P1K1P1/R4B2 b q - 1 19,616.0,d6e5
70994,8/8/8/8/2K5/kB6/8/b7 w - - 11 80,0.0,c4d5
64894,8/8/8/p7/2K1B3/8/1k6/2b5 b - - 22 66,12.0,a5a4
16541,r4k1r/pp2ppbp/5np1/1B6/3q1Q2/P1N4P/1P3PP1/R3K2R b KQ - 3 14,717.0,d4f4
44595,8/5Rk1/4p1p1/8/7p/r1b2B1P/5PP1/5K2 b - - 0 37,515.0,g7f7
57157,8/3N2r1/4k3/7R/8/8/2K5/8 w - - 7 54,7.0,c2d2
10484,r1b1kb1r/1p1n1ppp/p3pn2/8/4p3/1NN1B3/PPP2PPP/2K1RB1R b kq - 3 10,90.0,b7b5
22726,r3r1k1/pp2bp1p/3qb1p1/2p1Q3/3pR3/1P1P1PP1/P1PN3P/R1B3K1 w - - 2 19,52.0,d2c4
59003,8/3b1R2/8/5P2/p1k1N3/7r/4K3/8 b - - 1 56,49.0,d7c6
14083,r1bqnrk1/pp3pp1/2nB3p/3p4/N7/5NP1/PP2PPBP/R2Q1RK1 w - - 1 13,-688.0,d6f8
35311,1k1r4/1p4p1/p6p/5Rb1/8/2P5/PP2K1PP/5N2 b - - 3 28,-104.0,b7b5
51122,8/3b1R2/p1k5/2p5/1Br4p/2P2P2/6PK/8 b - - 1 45,399.0,c5b4
28459,r3b1k1/4qrp1/p1p1n3/2npQ2p/Pp5P/4PN1B/1PPN1P2/2KR3R w - - 4 23,-123.0,e5h5
34137,1k1r4/1p4p1/p4b1p/5R2/2N5/2P5/PP3KPP/8 b - - 1 27,9.0,b7b5
76231,8/5K1P/8/8/8/8/k2r4/8 w - - 1 96,-248.0,h7h8q
24102,r3r1k1/pp2bp1p/6p1/2pbQq2/3pR1P1/1P1P1P2/P1PN3P/R1B3K1 w - - 1 20,-570.0,g4f5
7262,r1bq1rk1/p1pnppbp/1p1p1np1/8/2PP4/1P2P1P1/PB3PBP/RN1QK1NR w KQ - 0 8,-457.0,g2a8
9486,r1bqk2r/ppp2pbp/4p1pn/8/2Pn1P2/3B1N1P/PPNP2P1/R1BQK2R b KQkq - 0 9,100.0,d4f3
16889,r3r1k1/pp3pp1/2nqbn1p/3p4/N7/4PNP1/PP3PBP/2RQ1RK1 w - - 1 15,-70.0,a4c5
50181,8/1p1bR3/2kp2Q1/r7/5N2/2P5/5KP1/q7 w - - 3 44,-67.0,g6e4
63016,8/8/8/p7/B1K5/8/1k5b/8 w - - 15 63,0.0,a4c6
17705,2kr3r/1pp1bppp/p7/3n4/2B3b1/2P5/PP1N1PPP/R1B1K2R b KQ - 4 15,147.0,e7g5
46605,8/3R1pk1/4p3/6p1/7p/r1b2B1P/5PP1/5K2 w - - 0 40,5.0,f3h5
51579,8/8/1p4pk/pB3p2/P2P3p/2P1b3/1P6/5K2 w - - 2 46,303.0,b5d7
70903,2K5/5k2/4R3/8/8/8/8/8 b - - 14 79,1.0,f7e6
15789,r3k2r/p2qbppp/2B1b3/1pp1p3/3p4/1P1P2P1/P1PN1P1P/R1BQR1K1 w kq - 0 14,-663.0,c6d7
27834,2r1r1k1/pb3p1p/1p1q2p1/3p1p2/2PQ1P1P/5N2/PP4P1/3RRK2 b - - 2 22,318.0,e8e4
3004,r1bqkbnr/pp3ppp/2n1p3/2pp4/8/3P2PN/PPP1PPBP/RNBQK2R w KQkq - 0 5,11.0,e1g1
51474,8/8/8/r7/3k4/1R6/8/6K1 w - - 11 46,0.0,b3b2
12146,r1b1k2r/pp2bppp/2nq4/2p1p3/3p2P1/3P1N2/PPP2PBP/R1BQR1K1 b kq - 0 11,320.0,c8g4
63753,1K2k3/1P6/1R6/7p/r7/8/8/8 w - - 3 64,-663.0,b8c7
36845,4rrk1/p5bp/1p4p1/3q4/P1ppN1QP/1P1P1P2/2PB2K1/5R2 w - - 0 30,89.0,b3c4
51003,7q/1pkbRQ2/3p4/r7/5N2/8/5KP1/8 w - - 2 45,-492.0,e7d7
59221,8/2b3P1/8/3k4/6P1/4K3/8/6r1 w - - 1 57,-317.0,g7g8q
1444,rnbqkbnr/pppp1ppp/8/8/3p1B2/N7/PPP1PPPP/R2QKBNR b KQkq - 1 3,156.0,f8b4
76131,2R5/8/1k1N4/4K3/8/8/8/6r1 b - - 56 95,0.0,g1f1
45128,8/6k1/8/p1pN4/3Pp2p/P3BQ1q/8/6K1 w - - 0 38,-1079.0,f3h3
24494,rnb1k3/1p3pQ1/3p4/5q2/p5P1/1P3N2/2PK2P1/R4B2 w q - 2 20,-753.0,g4f5
31094,2r3k1/1b5p/1p1q1pp1/p2P1p1P/3Q1P2/5N2/PP4P1/4R1K1 w - - 0 25,-168.0,e1e6
50056,1r6/2R5/2p2k2/7p/P2K4/8/1r6/6R1 w - - 2 44,0.0,a4a5
22799,r5k1/pp1b1p1p/2p3p1/q1PP4/7Q/1P2P1P1/Pb2NP1P/3R1K1R w - - 1 19,-246.0,f1g2
27496,r1r3k1/1bq2pbp/1n4p1/p1p1p3/PQ2P3/2P1BNPB/5P1P/R1R3K1 b - - 3 22,495.0,a5b4
15703,2kr1b1r/p1p2pp1/2p2n2/3p3p/3P4/1PN2PPb/P1P1N2P/R1BK3R w - - 5 14,63.0,e2f4
22944,r3r1k1/pbp2pbp/1pq3p1/3P1p2/2PB1P2/5N2/PP1Q2PP/R3R1K1 w - - 3 19,-559.0,d5c6
75994,8/8/8/2N5/1R6/2k1K3/6r1/8 b - - 90 95,27.0,g2e2
42695,8/8/3k3p/pp4p1/2p1BbK1/1PP2P2/P4P1P/8 b - - 1 35,72.0,c4b3
62669,4r3/1pk5/6P1/8/3p2KR/8/8/8 w - - 1 62,-60.0,g4g5
70441,8/4k3/2R5/5pK1/2b2P2/8/8/8 b - - 11 78,-532.0,c4d3
57650,8/3R1p2/B4kp1/4p2P/3b4/2r3P1/8/5K2 b - - 8 54,180.0,g6h5
25223,2k2r1r/5ppp/p3b3/1pnNP3/2p1P1n1/N1P3P1/PP1R2BP/R5K1 w - - 7 21,50.0,d5e7
76522,1b6/7B/8/8/8/5K2/8/7k w - - 45 97,0.0,h7b1
24264,4k2r/5rp1/p2Rpn1p/1pp5/7P/4P1P1/PP2K1B1/7R w k - 1 20,-39.0,d6e6
4899,rnbqk2r/pppp2pp/8/2b1pp2/P2PP1n1/2N2N2/1PP2PPP/R1BQKB1R w KQkq - 0 6,-607.0,d4c5
30970,r5k1/pp3p1p/6p1/2qp4/3R3Q/bP1bP1P1/P3NP1P/4R1K1 w - - 10 25,-551.0,d4d3
44802,8/1k3p1p/5R2/4n3/1p1N4/6P1/6KP/1r6 w - - 6 38,36.0,f6f5
57350,8/3R1pk1/6p1/4p2P/3b4/6P1/2r1B3/5K2 w - - 7 54,53.0,g3g4
17030,r4rk1/1b1n1pbp/pq2p1p1/2pn4/P1Q1P3/2N2NP1/1P3PBP/R1B2RK1 w - - 1 15,-400.0,e4d5
51098,8/8/8/p1k5/2pbBK2/8/P4P2/8 b - - 2 45,30.0,c5b4
3787,rnbqk1nr/pp2ppbp/6p1/2pp4/8/4PN1P/PPPPBPP1/RNBQ1K1R b kq - 3 5,124.0,e7e5
53910,8/3R1pk1/6p1/4p3/3b3P/6P1/4B3/2r2K2 w - - 1 49,31.0,f1g2
13487,r2q1rk1/pb1nppbp/6p1/1Npn4/2Q5/5NP1/PP1BPPBP/R4RK1 b - - 2 12,37.0,a8b8
67768,8/8/8/8/2k5/3r4/6K1/4R3 w - - 25 72,0.0,g2f2
26811,r1br4/4pk1p/2p2p2/p1P3p1/P7/2B1PP1P/2P2RP1/1R4K1 w - - 0 22,-93.0,e3e4
14136,1rb1k2r/1pp1bppp/p7/3Q4/1n6/5N2/PPP2PPP/R1B1KB1R w KQk - 1 13,-659.0,d5e4
68894,8/4R3/8/8/3k4/2r5/6K1/8 b - - 30 74,0.0,c3e3
49122,bR6/8/8/1P3p2/3P2pk/8/1r3P1P/3R2K1 w - - 2 43,-670.0,b8h8
49071,8/6R1/p1r1k1p1/pr5p/5p1P/5P1K/6P1/R7 w - - 0 43,-52.0,g7g6
23761,rnb1k3/1p3Q2/3p4/2q5/p5P1/1P3N2/2P1K1P1/R4B2 b q - 0 19,569.0,e8f7
18687,r2bk2r/1p4p1/p3pn1p/2p5/4p2P/2N1B1P1/PPn1KPB1/3R3R w kq - 2 16,-32.0,e3c5
69639,6r1/8/p7/7P/7K/p1k1R3/8/8 b - - 37 76,0.0,c3b2
66104,8/3k4/8/4R3/8/5K2/8/3r4 w - - 0 69,0.0,f3g2
55094,2kq4/1p1bR3/3p4/7r/8/6KN/1Q4P1/8 b - - 13 50,662.0,d8e7
1966,rnbqk1nr/pppp1ppp/8/2b5/3Q4/N7/PPP1PPPP/R1B1KBNR w KQkq - 1 4,-559.0,d4c5
9909,r1b1kb1r/pppn1pp1/2n5/1B1pq2p/3Q4/1PN1PPP1/P1P4P/R1B1K1NR w KQkq - 2 10,-87.0,d4e5
75860,6r1/8/8/2N5/4R3/4K3/2k5/8 w - - 89 95,0.0,e4h4
4240,rnbqk2r/pppp1ppp/8/2b1p3/P3P1n1/2N2N2/1PPPQPPP/R1B1KB1R b KQkq - 6 5,138.0,c5f2
13535,r1bq1rk1/pp3ppp/2n2n2/8/2BQ4/2b2N2/PP3PPP/R1B2RK1 b - - 1 12,854.0,c3d4
39591,3R4/p3rk2/b1p2p1p/4p3/2r1P2p/2B2P2/2P1R1PK/8 b - - 3 32,482.0,c4c3
33864,2r3k1/p4pp1/7p/p1n5/8/2Pr3P/1B3PP1/3RR1K1 b - - 1 27,198.0,d3d1
32642,4r2r/p2n2p1/2k3p1/2pp2B1/6Pp/1P3PbP/PNP1R3/R2K4 b - - 4 26,218.0,d7e5
57512,R7/8/8/8/5k2/8/2r5/6K1 b - - 28 54,0.0,f4f3
14233,r2q1rk1/1b1nppbp/p5p1/1Npn4/P1Q5/5NP1/1P2PPBP/R1B2RK1 w - - 0 13,10.0,b5c3
51829,8/2kbRQ2/3p4/rp6/3q1N2/6K1/6P1/8 w - - 0 46,-618.0,f4e6
3847,r1b1kbnr/ppppqppp/2n5/1B2p3/8/4PPP1/PPPPQ2P/RNB1K1NR b KQkq - 2 5,72.0,g8f6
73807,8/3k1p2/8/4K2p/8/R7/8/8 b - - 5 88,-553.0,d7c6
2801,rnbqkbnr/pp2pppp/8/2p5/3Pp2P/N7/PPP2PP1/R1BQKBNR b KQkq - 1 4,282.0,c5d4
68827,6r1/8/p7/k6P/3R3K/p7/8/8 b - - 33 74,269.0,a3a2
44616,8/3R1pk1/4p1p1/8/7p/r1b2B1P/5PP1/6K1 b - - 1 37,101.0,a3a1
30013,r6k/1ppq2bn/4B3/1PPp4/p2P3p/P1N1P3/6P1/1RBQ1K2 w - - 0 24,-841.0,e6d7
30488,7r/3r2p1/p3k2p/1ppB4/1n5P/4P1P1/PP2K3/3R4 b - - 1 24,688.0,b4d5
15342,2kr1b1r/pp2pppp/2n3q1/3n4/8/PQP1B3/1P1NBPPP/R3K2R b KQ - 0 13,121.0,d5e3
20359,1r2r1k1/pp3pp1/1N1q1n1p/3pnb2/8/P3PNPP/1P3PB1/2RQ1RK1 b - - 2 17,447.0,a7b6
71669,5r2/8/8/8/N3R1K1/8/2k5/8 w - - 63 82,0.0,a4c5
33271,3r2k1/p4pp1/1p5p/P1n5/8/2Pr3P/1B3PP1/1R2R1K1 w - - 1 27,10.0,a5b6
20166,2kr3r/pp4pp/2nb2q1/4pp2/4P3/1QP5/PP1NB1PP/2KRR3 w - - 1 17,-173.0,e4f5
66798,8/8/8/1k6/4N3/4K3/2R5/r7 w - - 5 70,3.0,e3e2
27679,r5k1/pp3p1p/6p1/2qp4/4b2Q/1P2P1P1/Pb1RNP1P/4R1K1 b - - 5 22,-133.0,b2a3
62832,8/5p2/5k2/2bR4/6B1/2r1p1PK/8/8 b - - 5 62,21.0,c5a7
56139,1r1r4/3b2k1/R2p3p/5ppP/2PPR1P1/P2B4/3K4/8 w - - 0 52,-246.0,e4e7
75339,8/6K1/R6P/8/8/1k6/7r/r7 w - - 0 93,-495.0,a6a1
55411,8/8/4k3/p1r2p1p/7P/KPP2RP1/8/8 w - - 6 51,-327.0,f3e3
52745,6r1/7k/p6p/Ppr2p1P/3N1P2/2PPK3/8/7R b - - 0 47,206.0,g8g3
31727,2r3k1/p6p/1p1q1pp1/3b1p1P/5P2/5N2/PP3QP1/4R1K1 b - - 1 25,277.0,d6f4
70289,3b4/8/6P1/5p2/2Bk4/4pK2/8/8 w - - 1 78,-624.0,g6g7
59944,8/8/p6r/4R1KP/pk6/8/8/8 w - - 5 58,-702.0,g5h6
41927,1r2bk2/6p1/B1p5/7p/P1R1pr2/1P6/1P3P2/2K3R1 b - - 2 34,183.0,b8b3
80993,8/6b1/8/5K2/8/1B6/8/6k1 w - - 119 134,0.0,f5e6
24721,3r3r/pk2bpp1/5nb1/2pp2B1/N5Pp/1P3P2/P1PKN2P/5R1R b - - 3 20,257.0,f6e4
45432,8/1r6/5p2/p1kb1p2/2p2P2/8/PPRN1KP1/8 b - - 9 38,39.0,b7g7
39172,3r1r2/6k1/6pp/pp3p2/P2P3b/2P2B2/1P6/1R3RK1 w - - 0 32,15.0,a4b5
35618,b1r4k/5Qb1/1nq3p1/p1p1p1p1/P7/2P1BPP1/7P/1R1R2K1 w - - 0 29,40.0,e3g5
26895,2rr2k1/pq3pp1/1p3n1p/8/Q7/2P4P/PB3PP1/1R2R1K1 w - - 1 22,16.0,c3c4
12150,r1b1k2r/pp2bppp/2nq4/2p1p3/3p4/P2P1NP1/1PP2PBP/R1BQR1K1 b kq - 0 11,97.0,e8g8
64190,r2k4/8/1R5p/5p1P/r1P2N2/1p1P4/4K3/8 w - - 1 65,-32.0,b6b3
66219,8/r2k4/1R5p/4rp1P/2PK4/2NP4/1p6/8 w - - 6 69,-496.0,d4e5
25324,2kr3r/1pp2ppp/p7/4b3/5B2/1BP2P2/PP3PKP/R3R3 w - - 1 21,-594.0,f4e5
43175,b5r1/3R1Qbk/6p1/p1p1p1B1/P3q3/5PP1/7P/4K3 w - - 4 36,-708.0,f3e4
44117,8/R4pk1/p5pp/p4r2/8/5P1P/R3r1P1/6K1 w - - 1 37,-505.0,a2e2
22415,rnb1k3/1pp2pQ1/8/2qpP3/p5P1/1P3N2/2P1K1P1/4RB2 b q - 1 18,145.0,c5c2
56668,2r5/3R1p2/5kp1/4p2P/3b4/6P1/4B1K1/8 w - - 5 53,26.0,h5g6
80850,8/8/4K3/4r3/8/4k3/8/8 w - - 6 131,0.0,e6e5
